,Producto_ID,NombreProducto,short_name,brand,weight,pieces,short_name_processed,cluster
669,31594,Triki Trakes KC 417g CU MLA 31594,Triki Trakes KC ,MLA,417.0,,triki trak kc,22
670,31596,Sponch Fresa KC 675g MLA 31596,Sponch Fresa KC ,MLA,675.0,,sponch fres kc,22
671,31599,Deliciosas Vainilla 90g LAR 31599,Deliciosas Vainilla ,LAR,90.0,,delici vainill,22
672,31600,Deliciosas Vainilla 90g MTA LAR 31600,Deliciosas Vainilla ,LAR,90.0,,delici vainill,22
673,31609,Deliciosas Vainilla 160g LAR 31609,Deliciosas Vainilla ,LAR,160.0,,delici vainill,22
674,31610,Deliciosas Vainilla 160g MTA LAR 31610,Deliciosas Vainilla ,LAR,160.0,,delici vainill,22
675,31612,Deliciosas Vainilla 380g LAR 31612,Deliciosas Vainilla ,LAR,380.0,,delici vainill,22
676,31613,Deliciosas Vainilla 380g MTA LAR 31613,Deliciosas Vainilla ,LAR,380.0,,delici vainill,22
677,31618,Chocochispas 80g LAR 31618,Chocochispas ,LAR,80.0,,chocochisp,22
678,31619,Chocochispas 80g MTA LAR 31619,Chocochispas ,LAR,80.0,,chocochisp,22
679,31621,Chocochispas 170g LAR 31621,Chocochispas ,LAR,170.0,,chocochisp,22
680,31622,Chocochispas 170g MTA LAR 31622,Chocochispas ,LAR,170.0,,chocochisp,22
681,31624,Chocochispas 280g LAR 31624,Chocochispas ,LAR,280.0,,chocochisp,22
682,31625,Chocochispas 280g MTA LAR 31625,Chocochispas ,LAR,280.0,,chocochisp,22
683,31626,Chocochispas 280g TAB LAR 31626,Chocochispas ,LAR,280.0,,chocochisp,22
684,31627,Canapinas 140g LAR 31627,Canapinas ,LAR,140.0,,canapin,22
685,31628,Canapinas 140g MTA LAR 31628,Canapinas ,LAR,140.0,,canapin,22
686,31655,Deliciosas Chocolate 160g LAR 31655,Deliciosas Chocolate ,LAR,160.0,,delici chocolat,22
687,31656,Deliciosas Chocolate 160g MTA LAR 31656,Deliciosas Chocolate ,LAR,160.0,,delici chocolat,22
688,31667,Sandwich Blanco Jamon PPlus 90g MTA LON 31667,Sandwich Blanco Jamon PPlus ,LON,90.0,,sandwich blanc jamon pplus,22
689,31668,Sand Bco Jamon sn Chil PPlus 86g MTA LON 31668,Sand Bco Jamon sn Chil PPlus ,LON,86.0,,sand bco jamon sn chil pplus,22
690,31669,Sandwich Doble Fibra PPlus 97g MTA LON 31669,Sandwich Doble Fibra PPlus ,LON,97.0,,sandwich dobl fibr pplus,22
691,31670,Sandwich Integral PPlus 112g MTA LON 31670,Sandwich Integral PPlus ,LON,112.0,,sandwich integral pplus,22
692,31684,Big Muffin Chocolate 120g DH 31684,Big Muffin Chocolate ,DH,120.0,,big muffin chocolat,22
693,31686,Big Muffin Vanilla con Arandano 130g DH 31686,Big Muffin Vanilla con Arandano ,DH,130.0,,big muffin vanill arandan,22
694,31687,Big Muffin Choc con Chispas Choc 130g DH 31687,Big Muffin Choc con Chispas Choc ,DH,130.0,,big muffin choc chisp choc,22
695,31688,Big Muffin Vainilla Chispas Choc 130g DH 31688,Big Muffin Vainilla Chispas Choc ,DH,130.0,,big muffin vainill chisp choc,22
696,31689,Big Muffin Vainilla 120g DH 31689,Big Muffin Vainilla ,DH,120.0,,big muffin vainill,22
697,31690,Tostado Integral 250g CU BIM 31690,Tostado Integral ,BIM,250.0,,tost integral,22
698,31695,Principe KC 392g CU MLA 31695,Principe KC ,MLA,392.0,,princip kc,22
699,31699,Barra Doble Fibra 1p 48g BIM 31699,Barra Doble Fibra ,BIM,48.0,1.0,barr dobl fibr,22
700,31710,Bagels Regular 567g CU THO 31710,Bagels Regular ,THO,567.0,,bagels regul,22
701,31711,English Muffins Natural 340g CU THO 31711,English Muffins Natural ,THO,340.0,,english muffins natural,22
702,31716,Duo Marias 170g CU LAR 31716,Duo Marias ,LAR,170.0,,duo mari,22
703,31717,Bigotes Chocolate 60g TR 31717,Bigotes Chocolate ,TR,60.0,,bigot chocolat,22
704,31718,Rielito 65g TR 31718,Rielito ,TR,65.0,,rielit,22
705,31719,Mantecadas 2p 105g TR 31719,Mantecadas ,TR,105.0,2.0,mantec,22
706,31720,Mantecadas Chocolate 2p 95g TR 31720,Mantecadas Chocolate ,TR,95.0,2.0,mantec chocolat,22
707,31730,Rebanadas 220g ME MTA BIM 31730,Rebanadas ,BIM,220.0,,reban,22
708,31744,Barra Doble Fibra 1p 48g SP BIM 31744,Barra Doble Fibra ,BIM,48.0,1.0,barr dobl fibr,22
709,31763,Bollos Jumbo 6p 480g MTA SUN 31763,Bollos Jumbo ,SUN,480.0,6.0,boll jumb,22
710,31766,Plativolos Tubo 18p 144g SP TAB MLA 31766,Plativolos Tubo ,MLA,144.0,18.0,plativol tub,22
711,31767,Principe Tubo 14p 152g SP TAB MLA 31767,Principe Tubo ,MLA,152.0,14.0,princip tub,22
712,31768,Canelitas Tubo 33p 180g SP TAB MLA 31768,Canelitas Tubo ,MLA,180.0,33.0,canelit tub,22
713,31769,Polvorones Tubo 18p 250g SP TAB MLA 31769,Polvorones Tubo ,MLA,250.0,18.0,polvoron tub,22
714,31770,Triki Trakes Tubo 20p 174g SP TAB MLA 31770,Triki Trakes Tubo ,MLA,174.0,20.0,triki trak tub,22
715,31771,Tortillas de Maiz 800g MTA MR 31771,Tortillas de Maiz ,MR,800.0,,tortill maiz,22
716,31775,Bran Frut Mix Fresa Pina 320g MTB BIM 31775,Bran Frut Mix Fresa Pina ,BIM,320.0,,bran frut mix fres pin,22
717,31778,Tortillas de Maiz 800g Prom MR 31778,Tortillas de Maiz ,MR,800.0,,tortill maiz,22
718,31779,Suavicremas Chocolate 158g SP MTA MLA 31779,Suavicremas Chocolate ,MLA,158.0,,suavicrem chocolat,22
719,31780,Suavicremas Vainilla 158g SP MLA 31780,Suavicremas Vainilla ,MLA,158.0,,suavicrem vainill,22
720,31781,Suavicremas Vainilla 158g SP TAB MLA 31781,Suavicremas Vainilla ,MLA,158.0,,suavicrem vainill,22
721,31782,Suavicremas Fresa 158g SP MLA 31782,Suavicremas Fresa ,MLA,158.0,,suavicrem fres,22
722,31783,Suavicremas Fresa 158g SP TAB MLA 31783,Suavicremas Fresa ,MLA,158.0,,suavicrem fres,22
723,31784,Suavicremas Chocolate 158g SP TAB MLA 31784,Suavicremas Chocolate ,MLA,158.0,,suavicrem chocolat,22
724,31799,Sandwichera Epix Futbol 72g BIM 31799,Sandwichera Epix Futbol ,BIM,72.0,,sandwicher epix futbol,22
725,31803,Duo Marias 170g Sp CU LAR 31803,Duo Marias ,LAR,170.0,,duo mari,22
726,31804,Duo Marias 170g MTA LAR 31804,Duo Marias ,LAR,170.0,,duo mari,22
727,31827,Deliciosas Chochitos 160g LAR 31827,Deliciosas Chochitos ,LAR,160.0,,delici chochit,22
728,31828,Deliciosas Chochitos 160g CU LAR 31828,Deliciosas Chochitos ,LAR,160.0,,delici chochit,22
729,31829,Deliciosas Chochitos 160g MTB LAR 31829,Deliciosas Chochitos ,LAR,160.0,,delici chochit,22
730,31847,Tortillas de Harina 18p 630g DH 31847,Tortillas de Harina ,DH,630.0,18.0,tortill harin,22
731,31861,Spirrones 25g CU BAR 31861,Spirrones ,BAR,25.0,,spirron,22
732,31868,Bran Frut Energy 55g BIM 31868,Bran Frut Energy ,BIM,55.0,,bran frut energy,22
733,31880,Bimbollos Parrilleros 12p 1170g BIM 31880,Bimbollos Parrilleros ,BIM,1170.0,12.0,bimboll parriller,22
734,31905,Galleta Integ Amaranto Naranja 30g DIF 31905,Galleta Integ Amaranto Naranja ,DIF,30.0,,gallet integ amarant naranj,22
735,31946,Pack 100 Calorias 528g GBI 31946,Pack ,GBI,528.0,,pack,22
736,31964,Mini Gansito 5p 150g ME MTA MLA 31964,Mini Gansito ,MLA,150.0,5.0,mini gansit,22
737,31971,Barri Frut Fresa 37g CU BIM 31971,Barri Frut Fresa ,BIM,37.0,,barri frut fres,22
738,31974,Chicks Energy Gum 12p 8 4g Dpy CHK 31974,Chicks Energy Gum ,CHK,4.0,12.0,chicks energy gum,22
739,31977,Tost Maiz Clasic mas Salmas 308g CJM SAN 31977,Tost Maiz Clasic mas Salmas ,SAN,308.0,,tost maiz clasic mas salm,22
740,31997,Panque Chocolate 255g SP MTA BIM 31997,Panque Chocolate ,BIM,255.0,,panqu chocolat,22
741,32015,Salmas 18g CJM SAN 32015,Salmas ,SAN,18.0,,salm,22
742,32026,Tostada Clasica 216g CU SAN 32026,Tostada Clasica ,SAN,216.0,,tost clasic,22
743,32027,Tostada Clasica 240g CU SAN 32027,Tostada Clasica ,SAN,240.0,,tost clasic,22
744,32035,Salmas Maiz Horn 108g CU SAN 32035,Salmas Maiz Horn ,SAN,108.0,,salm maiz horn,22
745,32037,Nachos 250g CU SAN 32037,Nachos ,SAN,250.0,,nach,22
746,32045,Duo NutriAve con Mul Nuez 66g SP BIM 32045,Duo NutriAve con Mul Nuez ,BIM,66.0,,duo nutriav mul nuez,22
747,32046,Duo NutriAve con Mul Nuez 66g SP MTA BIM 32046,Duo NutriAve con Mul Nuez ,BIM,66.0,,duo nutriav mul nuez,22
748,32053,Tostado 270g Prom CU BIM 32053,Tostado ,BIM,270.0,,tost,22
749,32078,Salmas y Picadita Corta 208g CJM SAN 32078,Salmas y Picadita Corta ,SAN,208.0,,salm picadit cort,22
750,32092,Bimbollos Extra 6p 480g Prom BIM 32092,Bimbollos Extra ,BIM,480.0,6.0,bimboll extra,22
751,32132,Salmas Maiz Horn 108g CJM SAN 32132,Salmas Maiz Horn ,SAN,108.0,,salm maiz horn,22
752,32134,Mantecadas Nuez 6p 184g Det Prom TAB BIM 32134,Mantecadas Nuez ,BIM,184.0,6.0,mantec nuez,22
753,32141,Mantecadas Vainilla 375g Cj MTB BIM 32141,Mantecadas Vainilla ,BIM,375.0,,mantec vainill,22
754,32142,Donas Azucar 420g Cj MTB BIM 32142,Donas Azucar ,BIM,420.0,,don azuc,22
755,32143,Donitas Espolvoreadas 525g Cj MTB BIM 32143,Donitas Espolvoreadas ,BIM,525.0,,donit espolvor,22
756,32144,Nito 620g Cj MTB BIM 32144,Nito ,BIM,620.0,,nit,22
757,32168,Triki Chispas 6p 60g Cj MLA 32168,Triki Chispas ,MLA,60.0,6.0,triki chisp,22
758,32173,Raztachoc 6p 30g SP Tira BIM 32173,Raztachoc ,BIM,30.0,6.0,raztachoc,22
759,32204,Churritos Chile y Limon 60g AV BAR 32204,Churritos Chile y Limon ,BAR,60.0,,churrit chil limon,22
760,32207,Marias 170g CU LAR 32207,Marias ,LAR,170.0,,mari,22
761,32220,Sandwich Blanco Jamon 90g Prom LON 32220,Sandwich Blanco Jamon ,LON,90.0,,sandwich blanc jamon,22
762,32221,Sandwich Integral 112g Prom LON 32221,Sandwich Integral ,LON,112.0,,sandwich integral,22
763,32222,Cuernito Jamon y Queso 80g Prom LON 32222,Cuernito Jamon y Queso ,LON,80.0,,cuernit jamon ques,22
764,32223,Sandwich Doble Fibra 97g LON 32223,Sandwich Doble Fibra ,LON,97.0,,sandwich dobl fibr,22
765,32224,Sand Bco Jamon sn Chile 86g Prom LON 32224,Sand Bco Jamon sn Chile ,LON,86.0,,sand bco jamon sn chil,22
766,32263,Tostada Ondulada Tubo 18p 216g MR 32263,Tostada Ondulada Tubo ,MR,216.0,18.0,tost ondul tub,22
767,32274,Duo Pan Doble Fibra MM 1134g BIM 32274,Duo Pan Doble Fibra MM ,BIM,1134.0,,duo pan dobl fibr mm,22
768,32275,Duo Pan Doble Fibra MM 1134g MTA BIM 32275,Duo Pan Doble Fibra MM ,BIM,1134.0,,duo pan dobl fibr mm,22
769,32277,Duo Pan Integral MM 960g BIM 32277,Duo Pan Integral MM ,BIM,960.0,,duo pan integral mm,22
770,32278,Duo Pan Integral MM 960g MTA BIM 32278,Duo Pan Integral MM ,BIM,960.0,,duo pan integral mm,22
771,32279,Duo Pan Integral MM 960g TAB BIM 32279,Duo Pan Integral MM ,BIM,960.0,,duo pan integral mm,22
772,32280,Duo Pan Multigrano MM 1134g BIM 32280,Duo Pan Multigrano MM ,BIM,1134.0,,duo pan multigran mm,22
773,32281,Duo Pan Multigrano MM 1134g MTA BIM 32281,Duo Pan Multigrano MM ,BIM,1134.0,,duo pan multigran mm,22
774,32282,Duo Pan Multigrano MM 1134g TAB BIM 32282,Duo Pan Multigrano MM ,BIM,1134.0,,duo pan multigran mm,22
775,32283,Duo Pan Multigrano Lin MM 1134g BIM 32283,Duo Pan Multigrano Lin MM ,BIM,1134.0,,duo pan multigran lin mm,22
776,32284,Duo Pan Multigrano Lin MM 1134g MTA BIM 32284,Duo Pan Multigrano Lin MM ,BIM,1134.0,,duo pan multigran lin mm,22
777,32285,Duo Pan Multigrano Lin MM 1134g TAB BIM 32285,Duo Pan Multigrano Lin MM ,BIM,1134.0,,duo pan multigran lin mm,22
778,32286,Duo Pan Blanco MM 920g BIM 32286,Duo Pan Blanco MM ,BIM,920.0,,duo pan blanc mm,22
779,32287,Duo Pan Blanco MM 920g MTA BIM 32287,Duo Pan Blanco MM ,BIM,920.0,,duo pan blanc mm,22
780,32288,Duo Pan Blanco MM 920g TAB BIM 32288,Duo Pan Blanco MM ,BIM,920.0,,duo pan blanc mm,22
781,32289,Duo Pan Silueta con FibraMM 908g BIM 32289,Duo Pan Silueta con FibraMM ,BIM,908.0,,duo pan siluet fibramm,22
782,32290,Duo Pan Silueta con FibraMM 908g MTA BIM 32290,Duo Pan Silueta con FibraMM ,BIM,908.0,,duo pan siluet fibramm,22
783,32294,Duo Pan Bco Silueta MM 1000g BIM 32294,Duo Pan Bco Silueta MM ,BIM,1000.0,,duo pan bco siluet mm,22
784,32295,Duo Pan Bco Silueta MM 1000g MTA BIM 32295,Duo Pan Bco Silueta MM ,BIM,1000.0,,duo pan bco siluet mm,22
785,32297,Decanelas 5 Obleas 83g LAR 32297,Decanelas ,LAR,83.0,,decanel,22
786,32298,Decanelas 5 Obleas 83g MTB LAR 32298,Decanelas ,LAR,83.0,,decanel,22
787,32301,Bimbunuelos con Canela 2p 33g MTA BIM 32301,Bimbunuelos con Canela ,BIM,33.0,2.0,bimbunuel canel,22
788,32302,Chocotorro Fresa 1p 50g MTB MLA 32302,Chocotorro Fresa ,MLA,50.0,1.0,chocotorr fres,22
789,32303,Bigotes Chocolate 60g MTA TR 32303,Bigotes Chocolate ,TR,60.0,,bigot chocolat,22
790,32304,Bigotes Chocolate 60g TAB TR 32304,Bigotes Chocolate ,TR,60.0,,bigot chocolat,22
791,32305,Orejas 70g MTB TR 32305,Orejas ,TR,70.0,,orej,22
792,32311,Tortilla Hna Mty 15p 320g MTA DH 32311,Tortilla Hna Mty ,DH,320.0,15.0,tortill hna mty,22
793,32322,Tortilla Hna RB 10p 260g Prom DH 32322,Tortilla Hna RB ,DH,260.0,10.0,tortill hna rb,22
794,32323,Tortilla Harina Trigo 5p 280g RC MTA DH 32323,Tortilla Harina Trigo ,DH,280.0,5.0,tortill harin trig,22
795,32334,Tost Maiz Nopal sn Grasa 216g CJM SAN 32334,Tost Maiz Nopal sn Grasa ,SAN,216.0,,tost maiz nopal sn gras,22
796,32335,Tost Maiz Nopal sn Grasa 240g CJM SAN 32335,Tost Maiz Nopal sn Grasa ,SAN,240.0,,tost maiz nopal sn gras,22
797,32336,Salmas 36p 612g CUB SAN 32336,Salmas ,SAN,612.0,36.0,salm,22
798,32341,Rosquilla Nuez sin Glass 48g Tira CU TR 32341,Rosquilla Nuez sin Glass ,TR,48.0,,rosquill nuez glass,22
799,32353,Tortillas de Harina SP 18p 630g MTA DH 32353,Tortillas de Harina SP ,DH,630.0,18.0,tortill harin sp,22
800,32360,Canelitas Tubo 33p 180g MLA 32360,Canelitas Tubo ,MLA,180.0,33.0,canelit tub,22
801,32361,Canelitas Tubo 33p 180g MTB MLA 32361,Canelitas Tubo ,MLA,180.0,33.0,canelit tub,22
802,32363,Duo Plativolos 148g MLA 32363,Duo Plativolos ,MLA,148.0,,duo plativol,22
803,32364,Duo Plativolos 148g MTA MLA 32364,Duo Plativolos ,MLA,148.0,,duo plativol,22
804,32366,Lors Tubo 18p 148g MLA 32366,Lors Tubo ,MLA,148.0,18.0,lors tub,22
805,32367,Lors Tubo 18p 148g MTB MLA 32367,Lors Tubo ,MLA,148.0,18.0,lors tub,22
806,32369,Plativolos Tubo 18p 144g MLA 32369,Plativolos Tubo ,MLA,144.0,18.0,plativol tub,22
807,32370,Plativolos Tubo 18p 144g MTB MLA 32370,Plativolos Tubo ,MLA,144.0,18.0,plativol tub,22
808,32371,Plativolos Tubo 18p 144g TAB MLA 32371,Plativolos Tubo ,MLA,144.0,18.0,plativol tub,22
809,32372,Polvorones Tubo 18p 250g MLA 32372,Polvorones Tubo ,MLA,250.0,18.0,polvoron tub,22
810,32373,Polvorones Tubo 18p 250g MTB MLA 32373,Polvorones Tubo ,MLA,250.0,18.0,polvoron tub,22
811,32375,Principe Tubo 14p 152g MLA 32375,Principe Tubo ,MLA,152.0,14.0,princip tub,22
812,32376,Principe Tubo 14p 152g MTB MLA 32376,Principe Tubo ,MLA,152.0,14.0,princip tub,22
813,32378,Triki Trakes Tubo 20p 174g MLA 32378,Triki Trakes Tubo ,MLA,174.0,20.0,triki trak tub,22
814,32379,Triki Trakes Tubo 20p 174g MTB MLA 32379,Triki Trakes Tubo ,MLA,174.0,20.0,triki trak tub,22
815,32382,Triki Trake Choc Tubo 20p 174g MTB MLA 32382,Triki Trake Choc Tubo ,MLA,174.0,20.0,triki trak choc tub,22
816,32393,Rebanada 2p 55g SP BIM 32393,Rebanada ,BIM,55.0,2.0,reban,22
817,32394,Rebanada 2p 55g SP MTA BIM 32394,Rebanada ,BIM,55.0,2.0,reban,22
818,32395,Rebanada 2p 55g SP TAB BIM 32395,Rebanada ,BIM,55.0,2.0,reban,22
819,32408,Tortilla Hna Hermosi 15p 410g SP DH 32408,Tortilla Hna Hermosi ,DH,410.0,15.0,tortill hna hermosi,22
820,32409,Tortilla Hna Hermosi 15p 410g SP MTB DH 32409,Tortilla Hna Hermosi ,DH,410.0,15.0,tortill hna hermosi,22
821,32410,Pan Muerto 340g Prom TR 32410,Pan Muerto ,TR,340.0,,pan muert,22
822,32420,Tortilla Hna RB 10p 260g SP DH 32420,Tortilla Hna RB ,DH,260.0,10.0,tortill hna rb,22
823,32421,Tortilla Hna RB 10p 260g SP MTA DH 32421,Tortilla Hna RB ,DH,260.0,10.0,tortill hna rb,22
824,32426,Tostachos Monchis 75g Tira BAR 32426,Tostachos Monchis ,BAR,75.0,,tostach monchis,22
825,32428,Tartinas Fresa 12p 156g MTB TR 32428,Tartinas Fresa ,TR,156.0,12.0,tartin fres,22
826,32433,Duo Suavicremas Chocolate 120g MLA 32433,Duo Suavicremas Chocolate ,MLA,120.0,,duo suavicrem chocolat,22
827,32434,Duo Suavicremas Chocolate 120g MTA MLA 32434,Duo Suavicremas Chocolate ,MLA,120.0,,duo suavicrem chocolat,22
828,32436,Salmas 24g CJM SAN 32436,Salmas ,SAN,24.0,,salm,22
829,32441,Tripack Tostada Clasica 720g CUB SAN 32441,Tripack Tostada Clasica ,SAN,720.0,,tripack tost clasic,22
830,32465,Tostada Clasica 240g Cj CJM SAN 32465,Tostada Clasica ,SAN,240.0,,tost clasic,22
831,32472,Tostada Picadita Grande 240g Cj CJM SAN 32472,Tostada Picadita Grande ,SAN,240.0,,tost picadit grand,22
832,32480,Combo Clasica 2p 200g CJM SAN 32480,Combo Clasica ,SAN,200.0,2.0,comb clasic,22
833,32491,Sand Bco Jamon sn Chile 86g MTA LON 32491,Sand Bco Jamon sn Chile ,LON,86.0,,sand bco jamon sn chil,22
834,32492,Sandwich Doble Fibra 97g MTA LON 32492,Sandwich Doble Fibra ,LON,97.0,,sandwich dobl fibr,22
835,32514,Mis Canelitas 2p 20g MLA 32514,Mis Canelitas ,MLA,20.0,2.0,canelit,22
836,32518,Polvorones Escolar 1p 19g MTA MLA 32518,Polvorones Escolar ,MLA,19.0,1.0,polvoron escol,22
837,32535,Galleta Gansito 3p 62g Tira MLA 32535,Galleta Gansito ,MLA,62.0,3.0,gallet gansit,22
838,32536,Galleta Gansito 3p 62g Tira MTA MLA 32536,Galleta Gansito ,MLA,62.0,3.0,gallet gansit,22
839,32538,Mi Barrita Fresa 26 5g MLA 32538,Mi Barrita Fresa ,MLA,5.0,,barrit fres,22
840,32541,Mi Barrita Pina 26 5g MLA 32541,Mi Barrita Pina ,MLA,5.0,,barrit pin,22
841,32542,Mi Barrita Pina 26 5g MTA MLA 32542,Mi Barrita Pina ,MLA,5.0,,barrit pin,22
842,32544,Lata Butter Temporada 150g GBI 32544,Lata Butter Temporada ,GBI,150.0,,lat butt tempor,22
843,32546,Mini Rocko 4p 52g Cj MTA MLA 32546,Mini Rocko ,MLA,52.0,4.0,mini rock,22
844,32552,Canapinas 10p 30g LAR 32552,Canapinas ,LAR,30.0,10.0,canapin,22
845,32554,Marias 170g DIF LAR 32554,Marias ,LAR,170.0,,mari,22
846,32556,Mi Bran Frut Fresa 32g BIM 32556,Mi Bran Frut Fresa ,BIM,32.0,,bran frut fres,22
847,32557,Mi Bran Frut Fresa 32g MTA BIM 32557,Mi Bran Frut Fresa ,BIM,32.0,,bran frut fres,22
848,32558,Mi Bran Frut Fresa 32g CU BIM 32558,Mi Bran Frut Fresa ,BIM,32.0,,bran frut fres,22
849,32575,Lors 8p 74g MTB MLA 32575,Lors ,MLA,74.0,8.0,lors,22
850,32578,Plativolos 8p 64g MTB MLA 32578,Plativolos ,MLA,64.0,8.0,plativol,22
851,32589,Saladas 175g LAR 32589,Saladas ,LAR,175.0,,sal,22
852,32590,Saladas 175g CU LAR 32590,Saladas ,LAR,175.0,,sal,22
853,32591,Saladas 175g MTA LAR 32591,Saladas ,LAR,175.0,,sal,22
854,32594,Lata Corazon Besos Nuez Rosas 330g GBI 32594,Lata Corazon Besos Nuez Rosas ,GBI,330.0,,lat corazon bes nuez ros,22
855,32635,Star Gum Mango 8p 8g SKD 32635,Star Gum Mango ,SKD,8.0,8.0,star gum mang,22
856,32637,Super Bollos Grill 6p 480g MTA WON 32637,Super Bollos Grill ,WON,480.0,6.0,sup boll grill,22
857,32639,Tubo Galleta Gansito 8p 215g MLA 32639,Tubo Galleta Gansito ,MLA,215.0,8.0,tub gallet gansit,22
858,32640,Tubo Galleta Gansito 8p 215g MTB MLA 32640,Tubo Galleta Gansito ,MLA,215.0,8.0,tub gallet gansit,22
859,32641,Tubo Galleta Gansito 8p 215g TAB MLA 32641,Tubo Galleta Gansito ,MLA,215.0,8.0,tub gallet gansit,22
860,32642,Galleta Gansito KC 8p 496g MLA 32642,Galleta Gansito KC ,MLA,496.0,8.0,gallet gansit kc,22
861,32668,Thins GranosSelecTrigosDor 680g MTA BIM 32668,Thins GranosSelecTrigosDor ,BIM,680.0,,thins granosselectrigosdor,22
862,32669,Lata Surtido Danesa Corazones 300g GBI 32669,Lata Surtido Danesa Corazones ,GBI,300.0,,lat surt danes corazon,22
863,32685,Pan Blanco Pullman 680g MTA BIM 32685,Pan Blanco Pullman ,BIM,680.0,,pan blanc pullm,22
864,32719,Mini Milk Chispa Cho Sn Valentn 170g GBI 32719,Mini Milk Chispa Cho Sn Valentn ,GBI,170.0,,mini milk chisp cho sn valentn,22
865,32749,Tortilla Hna Hermosi 15p 410g MTA DH 32749,Tortilla Hna Hermosi ,DH,410.0,15.0,tortill hna hermosi,22
866,32798,Galleta Gansito 62g SP MLA 32798,Galleta Gansito ,MLA,62.0,,gallet gansit,22
867,32799,Galleta Gansito 62g SP MTA MLA 32799,Galleta Gansito ,MLA,62.0,,gallet gansit,22
868,32802,Tortillas de Maiz 800g MR 32802,Tortillas de Maiz ,MR,800.0,,tortill maiz,22
869,32804,Thins Granos Enteros 340g MTA BIM 32804,Thins Granos Enteros ,BIM,340.0,,thins gran enter,22
870,32815,Saladas 175g SP CU LAR 32815,Saladas ,LAR,175.0,,sal,22
871,32816,Saladas 175g SP MTA LAR 32816,Saladas ,LAR,175.0,,sal,22
872,32817,Tiras para Sopa 300g MTA MR 32817,Tiras para Sopa ,MR,300.0,,tir sop,22
873,32819,Chocodonitas 6p 102g BIM 32819,Chocodonitas ,BIM,102.0,6.0,chocodonit,22
874,32820,Chocodonitas 6p 102g MTB BIM 32820,Chocodonitas ,BIM,102.0,6.0,chocodonit,22
875,32830,Pan Molido 240g 20pct mas BIM 32830,Pan Molido ,BIM,240.0,,pan mol,22
876,32838,Tortilla Granos Enteros 10p 275g MTA TR 32838,Tortilla Granos Enteros ,TR,275.0,10.0,tortill gran enter,22
877,32841,Tortilla Hna Chihuahua 10p535g SP MTA DH 32841,Tortilla Hna Chihuahua ,DH,535.0,,tortill hna chihuahu,22
878,32842,Deliciosas Chochitos 160g SP LAR 32842,Deliciosas Chochitos ,LAR,160.0,,delici chochit,22
879,32843,Deliciosas Chochitos 160g SP MTB LAR 32843,Deliciosas Chochitos ,LAR,160.0,,delici chochit,22
880,32845,Decanelas 5 Obleas 83g SP LAR 32845,Decanelas ,LAR,83.0,,decanel,22
881,32846,Decanelas 5 Obleas 83g SP MTB LAR 32846,Decanelas ,LAR,83.0,,decanel,22
882,32848,Deliciosas Vainilla 90g SP LAR 32848,Deliciosas Vainilla ,LAR,90.0,,delici vainill,22
883,32849,Deliciosas Vainilla 90g SP MTA LAR 32849,Deliciosas Vainilla ,LAR,90.0,,delici vainill,22
884,32850,Deliciosas Vainilla 90g SP TAB LAR 32850,Deliciosas Vainilla ,LAR,90.0,,delici vainill,22
885,32851,Deliciosas Chocolate 160g SP LAR 32851,Deliciosas Chocolate ,LAR,160.0,,delici chocolat,22
886,32852,Deliciosas Chocolate 160g SP MTA LAR 32852,Deliciosas Chocolate ,LAR,160.0,,delici chocolat,22
887,32854,Deliciosas Vainilla 160g LAR 32854,Deliciosas Vainilla ,LAR,160.0,,delici vainill,22
888,32855,Deliciosas Vainilla 160g MTA LAR 32855,Deliciosas Vainilla ,LAR,160.0,,delici vainill,22
889,32857,Deliciosas Vainilla 380g SP LAR 32857,Deliciosas Vainilla ,LAR,380.0,,delici vainill,22
890,32858,Deliciosas Vainilla 380g SP MTA LAR 32858,Deliciosas Vainilla ,LAR,380.0,,delici vainill,22
891,32860,Chocochispas 80g SP LAR 32860,Chocochispas ,LAR,80.0,,chocochisp,22
892,32861,Chocochispas 80g SP MTA LAR 32861,Chocochispas ,LAR,80.0,,chocochisp,22
893,32862,Chocochispas 80g SP TAB LAR 32862,Chocochispas ,LAR,80.0,,chocochisp,22
894,32863,Chocochispas 170g Prom LAR 32863,Chocochispas ,LAR,170.0,,chocochisp,22
895,32864,Chocochispas 170g Prom MTA LAR 32864,Chocochispas ,LAR,170.0,,chocochisp,22
896,32869,Canapinas 115g SP LAR 32869,Canapinas ,LAR,115.0,,canapin,22
897,32870,Canapinas 115g SP MTA LAR 32870,Canapinas ,LAR,115.0,,canapin,22
898,32871,Canapinas 115g SP TAB LAR 32871,Canapinas ,LAR,115.0,,canapin,22
899,32872,Canapinas 140g SP LAR 32872,Canapinas ,LAR,140.0,,canapin,22
900,32873,Canapinas 140g SP MTA LAR 32873,Canapinas ,LAR,140.0,,canapin,22
901,32884,Deliciosas Chochitos 160g SP CU LAR 32884,Deliciosas Chochitos ,LAR,160.0,,delici chochit,22
902,32885,Thins Multigrano 340g TAB ORO 32885,Thins Multigrano ,ORO,340.0,,thins multigran,22
903,32886,Thins Fibra Granos Enteros 340g TAB ORO 32886,Thins Fibra Granos Enteros ,ORO,340.0,,thins fibr gran enter,22
904,32891,Bolsa Surtido Rico 280g GBI 32891,Bolsa Surtido Rico ,GBI,280.0,,bols surt ric,22
